3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,3,0,0,0,3,2,3,15,11.1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,3,1,0,0,0,0,0,0,0,8.2,0,0,0,3,3,3,0,1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,3,3,14,11.1,1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,0,0,3,3,3,7,1,1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,0,12,0,2,2,0,0,0,17.3,2,0,6,3,13,3,15,11.1,1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,0,0,0,2,0,2,0,0,0,2,0,0,3,3,3,3,0,1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,0,0,0,0,2,2,0,0,0,10.23,0,6,3,3,3,3,14,11.1,0,3,3,3,3,3,3
3,3,3,3,3,3,3,17.1,0,17.2,2,2,2,0,0,0,2,0,0,3,6,3,3,3,3,0,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,16.3,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,0,0,0,2,2,2,0,0,2,2,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,7,0,0,0,0,0,0,0,4.4,0,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,0,0,0,0,0,0,0,0,4.4,4.4,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,2,2,6,2,2,0,2,3,2,2,2,2,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,13,2,2,2,2,0,0,0,6,2,13,6,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,16.2,2,13,6,0,0,0,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,0,0,0,0,0,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
